word	zipf_frequency	tokens
biblioteczka	2.43	['biblioteczka']
boby	2.43	['boby']
boh	2.43	['boh']
boho	2.43	['boho']
bolonia	2.43	['bolonia']
całus	2.43	['całus']
chmielnik	2.43	['chmielnik']
chochoł	2.43	['chochoł']
chrapać	2.43	['chrapać']
ciekawska	2.43	['ciekawska']
cosinus	2.43	['cosinus']
cwel	2.43	['cwel']
cygański	2.43	['cygański']
darwinizm	2.43	['darwinizm']
deli	2.43	['deli']
demagogia	2.43	['demagogia']
drapieżny	2.43	['drapieżny']
drobnostka	2.43	['drobnostka']
dwutygodnik	2.43	['dwutygodnik']
dzierżawca	2.43	['dzierżawca']
dzwonnica	2.43	['dzwonnica']
elokwentnie	2.43	['elokwentnie']
etiuda	2.43	['etiuda']
fara	2.43	['fara']
farmacja	2.43	['farmacja']
farny	2.43	['farny']
finalny	2.43	['finalny']
flinta	2.43	['flinta']
fortel	2.43	['fortel']
frazes	2.43	['frazes']
glutaminian	2.43	['glutaminian']
goliat	2.43	['goliat']
gołębica	2.43	['gołębica']
grawitacyjny	2.43	['grawitacyjny']
igloo	2.43	['igloo']
jednolicie	2.43	['jednolicie']
jednoręki	2.43	['jednoręki']
jeździecki	2.43	['jeździecki']
kaliski	2.43	['kaliski']
kaput	2.43	['kaput']
kartofel	2.43	['kartofel']
katyński	2.43	['katyński']
kis	2.43	['kis']
klasycyzm	2.43	['klasycyzm']
klikanie	2.43	['klikanie']
klucznik	2.43	['klucznik']
klęczeć	2.43	['klęczeć']
knut	2.43	['knut']
koloryt	2.43	['koloryt']
kreacjonizm	2.43	['kreacjonizm']
ksenofobia	2.43	['ksenofobia']
książęcy	2.43	['książęcy']
kurczyć	2.43	['kurczyć']
lepić	2.43	['lepić']
lewostronny	2.43	['lewostronny']
losować	2.43	['losować']
magma	2.43	['magma']
nabłonek	2.43	['nabłonek']
narybek	2.43	['narybek']
niedouczony	2.43	['niedouczony']
niemowa	2.43	['niemowa']
nierząd	2.43	['nierząd']
niezaprzeczalny	2.43	['niezaprzeczalny']
nieznośnie	2.43	['nieznośnie']
nowozelandzki	2.43	['nowozelandzki']
obornik	2.43	['obornik']
oburącz	2.43	['oburącz']
obuwniczy	2.43	['obuwniczy']
odjechać	2.43	['odjechać']
odrabianie	2.43	['odrabianie']
odżywka	2.43	['odżywka']
osocze	2.43	['osocze']
owocny	2.43	['owocny']
pajęczyna	2.43	['pajęczyna']
panoramiczny	2.43	['panoramiczny']
perfidny	2.43	['perfidny']
pierdnięcie	2.43	['pierdnięcie']
piława	2.43	['piława']
pochylony	2.43	['pochylony']
pospolicie	2.43	['pospolicie']
powierzchowny	2.43	['powierzchowny']
powstrzymywanie	2.43	['powstrzymywanie']
powtarzalny	2.43	['powtarzalny']
przedszkolak	2.43	['przedszkolak']
przeprawić	2.43	['przeprawić']
przetrzymać	2.43	['przetrzymać']
przeuroczy	2.43	['przeuroczy']
przełaj	2.43	['przełaj']
rebeliant	2.43	['rebeliant']
rozpuszczalność	2.43	['rozpuszczalność']
roztrząsać	2.43	['roztrząsać']
ruczaj	2.43	['ruczaj']
schowanie	2.43	['schowanie']
spacyfikować	2.43	['spacyfikować']
spaniel	2.43	['spaniel']
specjalizować	2.43	['specjalizować']
spłacanie	2.43	['spłacanie']
squash	2.43	['squash']
sygnet	2.43	['sygnet']
teneryfa	2.43	['teneryfa']
tracenie	2.43	['tracenie']
transylwania	2.43	['transylwania']
tratwa	2.43	['tratwa']
trocki	2.43	['trocki']
tuleja	2.43	['tuleja']
tężec	2.43	['tężec']
ucierpieć	2.43	['ucierpieć']
urojony	2.43	['urojony']
wach	2.43	['wach']
wielopole	2.43	['wielopole']
wyliczać	2.43	['wyliczać']
wypukły	2.43	['wypukły']
wysuwać	2.43	['wysuwać']
wzbudzenie	2.43	['wzbudzenie']
wędkarz	2.43	['wędkarz']
zaborczy	2.43	['zaborczy']
zachwycający	2.43	['zachwycający']
zacierać	2.43	['zacierać']
zakaźny	2.43	['zakaźny']
zapierdalanie	2.43	['zapierdalanie']
zasadzka	2.43	['zasadzka']
załamka	2.43	['załamka']
zbankrutować	2.43	['zbankrutować']
zmiażdżyć	2.43	['zmiażdżyć']
zmysłowy	2.43	['zmysłowy']
znachor	2.43	['znachor']
zwrotność	2.43	['zwrotność']
złączyć	2.43	['złączyć']
łucznictwo	2.43	['łucznictwo']
łysienie	2.43	['łysienie']
ścieranie	2.43	['ścieranie']
żałość	2.43	['żałość']
żerowanie	2.43	['żerowanie']
żwawo	2.43	['żwawo']
absorpcja	2.42	['absorpcja']
akceptowanie	2.42	['akceptowanie']
amortyzacja	2.42	['amortyzacja']
ascetyczny	2.42	['ascetyczny']
blitzkrieg	2.42	['blitzkrieg']
bliźniaczy	2.42	['bliźniaczy']
buntowniczy	2.42	['buntowniczy']
butla	2.42	['butla']
chrupiący	2.42	['chrupiący']
chustka	2.42	['chustka']
czarnek	2.42	['czarnek']
dandy	2.42	['dandy']
dao	2.42	['dao']
darzyć	2.42	['darzyć']
dopamina	2.42	['dopamina']
doradczyni	2.42	['doradczyni']
dostawanie	2.42	['dostawanie']
dostąpić	2.42	['dostąpić']
dotkliwy	2.42	['dotkliwy']
dukla	2.42	['dukla']
dunaj	2.42	['dunaj']
duszkiem	2.42	['duszkiem']
dwuosobowy	2.42	['dwuosobowy']
eksmisja	2.42	['eksmisja']
elokwentny	2.42	['elokwentny']
emir	2.42	['emir']
fondue	2.42	['fondue']
gamingowy	2.42	['gamingowy']
gazowany	2.42	['gazowany']
gnać	2.42	['gnać']
gronkowiec	2.42	['gronkowiec']
imperializm	2.42	['imperializm']
islandzki	2.42	['islandzki']
jurajski	2.42	['jurajski']
kartuz	2.42	['kartuz']
katakana	2.42	['katakana']
katakumb	2.42	['katakumb']
kendo	2.42	['kendo']
knur	2.42	['knur']
kondukt	2.42	['kondukt']
koniczynka	2.42	['koniczynka']
korzeniowy	2.42	['korzeniowy']
kry	2.42	['kry']
kusz	2.42	['kusz']
lansować	2.42	['lansować']
lesko	2.42	['lesko']
lockdown	2.42	['lockdown']
lubaczów	2.42	['lubaczów']
lubsko	2.42	['lubsko']
macać	2.42	['macać']
manewrować	2.42	['manewrować']
marcinek	2.42	['marcinek']
medalistka	2.42	['medalistka']
mendel	2.42	['mendel']
monumentalny	2.42	['monumentalny']
mroźny	2.42	['mroźny']
najeżdżać	2.42	['najeżdżać']
naprawianie	2.42	['naprawianie']
napromieniowanie	2.42	['napromieniowanie']
napór	2.42	['napór']
naszywka	2.42	['naszywka']
nieistnienie	2.42	['nieistnienie']
nieskutecznie	2.42	['nieskutecznie']
nieważność	2.42	['nieważność']
obrabować	2.42	['obrabować']
obyczajowo	2.42	['obyczajowo']
odmieniać	2.42	['odmieniać']
odnoga	2.42	['odnoga']
odosobnienie	2.42	['odosobnienie']
odszukanie	2.42	['odszukanie']
oklep	2.42	['oklep']
orać	2.42	['orać']
ortodoksyjny	2.42	['ortodoksyjny']
orędownik	2.42	['orędownik']
parkowy	2.42	['parkowy']
peleton	2.42	['peleton']
pięciolatka	2.42	['pięciolatka']
podmiejski	2.42	['podmiejski']
pokémon	2.42	['pokémon']
polec	2.42	['polec']
poligamia	2.42	['poligamia']
poster	2.42	['poster']
pozyskiwać	2.42	['pozyskiwać']
prawilny	2.42	['prawilny']
prawość	2.42	['prawość']
profanum	2.42	['profanum']
przewożenie	2.42	['przewożenie']
przeładowanie	2.42	['przeładowanie']
przycinanie	2.42	['przycinanie']
przysłać	2.42	['przysłać']
przytulenie	2.42	['przytulenie']
publicystka	2.42	['publicystka']
punkcik	2.42	['punkcik']
roast	2.42	['roast']
rodowity	2.42	['rodowity']
rysunkowy	2.42	['rysunkowy']
równina	2.42	['równina']
seksuolog	2.42	['seksuolog']
sfinalizować	2.42	['sfinalizować']
siedlecki	2.42	['siedlecki']
sierpowy	2.42	['sierpowy']
skarpa	2.42	['skarpa']
skręcenie	2.42	['skręcenie']
spacerowy	2.42	['spacerowy']
spadochroniarz	2.42	['spadochroniarz']
stach	2.42	['stach']
stewardesa	2.42	['stewardesa']
stypendialny	2.42	['stypendialny']
surround	2.42	['surround']
szympans	2.42	['szympans']
tadam	2.42	['tadam']
tala	2.42	['tala']
tandetny	2.42	['tandetny']
tatko	2.42	['tatko']
turkus	2.42	['turkus']
tłuszczyk	2.42	['tłuszczyk']
ubiegłoroczny	2.42	['ubiegłoroczny']
uciszać	2.42	['uciszać']
uleganie	2.42	['uleganie']
wabik	2.42	['wabik']
warzywna	2.42	['warzywna']
wielozadaniowy	2.42	['wielozadaniowy']
wpisywanie	2.42	['wpisywanie']
wprzód	2.42	['wprzód']
wstydliwie	2.42	['wstydliwie']
wygnać	2.42	['wygnać']
wysunięcie	2.42	['wysunięcie']
wytworny	2.42	['wytworny']
zacier	2.42	['zacier']
zadziwić	2.42	['zadziwić']
zapinać	2.42	['zapinać']
zapukać	2.42	['zapukać']
zażyłość	2.42	['zażyłość']
zetknięcie	2.42	['zetknięcie']
zgadywanie	2.42	['zgadywanie']
ziomeczek	2.42	['ziomeczek']
ładownia	2.42	['ładownia']
śnieżek	2.42	['śnieżek']
absencja	2.41	['absencja']
akumulacja	2.41	['akumulacja']
alokacja	2.41	['alokacja']
antygen	2.41	['antygen']
areał	2.41	['areał']
argus	2.41	['argus']
aromatyczny	2.41	['aromatyczny']
arteria	2.41	['arteria']
arytmetyka	2.41	['arytmetyka']
azotowy	2.41	['azotowy']
baldachim	2.41	['baldachim']
bednarski	2.41	['bednarski']
brokuł	2.41	['brokuł']
buractwo	2.41	['buractwo']
chromy	2.41	['chromy']
curling	2.41	['curling']
cylindrowy	2.41	['cylindrowy']
danio	2.41	['danio']
daremnie	2.41	['daremnie']
demokratyzacja	2.41	['demokratyzacja']
denar	2.41	['denar']
dezynfekcja	2.41	['dezynfekcja']
dominanta	2.41	['dominanta']
draństwo	2.41	['draństwo']
ekskomunika	2.41	['ekskomunika']
eksportować	2.41	['eksportować']
facetka	2.41	['facetka']
felietonistka	2.41	['felietonistka']
gag	2.41	['gag']
galaktyczny	2.41	['galaktyczny']
gaszenie	2.41	['gaszenie']
genealogia	2.41	['genealogia']
gorąc	2.41	['gorąc']
grochy	2.41	['grochy']
grozny	2.41	['grozny']
hela	2.41	['hela']
hentai	2.41	['hentai']
hosta	2.41	['hosta']
iglica	2.41	['iglica']
imperialny	2.41	['imperialny']
integral	2.41	['integral']
inwencja	2.41	['inwencja']
jedlina	2.41	['jedlina']
jednoczenie	2.41	['jednoczenie']
jeżyk	2.41	['jeżyk']
jubilat	2.41	['jubilat']
jubilerski	2.41	['jubilerski']
kaci	2.41	['kaci']
kajakarstwo	2.41	['kajakarstwo']
kalendarzyk	2.41	['kalendarzyk']
kaliningrad	2.41	['kaliningrad']
kernel	2.41	['kernel']
klakson	2.41	['klakson']
kolekcjonowanie	2.41	['kolekcjonowanie']
kolosalny	2.41	['kolosalny']
konferansjer	2.41	['konferansjer']
konstruowanie	2.41	['konstruowanie']
kontraktowy	2.41	['kontraktowy']
krakowian	2.41	['krakowian']
krokus	2.41	['krokus']
kulik	2.41	['kulik']
kumaty	2.41	['kumaty']
kurdyjski	2.41	['kurdyjski']
kurewski	2.41	['kurewski']
lekceważąco	2.41	['lekceważąco']
lustrzanka	2.41	['lustrzanka']
malgaski	2.41	['malgaski']
marcowy	2.41	['marcowy']
marginalny	2.41	['marginalny']
marność	2.41	['marność']
masełko	2.41	['masełko']
matoł	2.41	['matoł']
mobilizować	2.41	['mobilizować']
motorower	2.41	['motorower']
mylenie	2.41	['mylenie']
młyński	2.41	['młyński']
naciąganie	2.41	['naciąganie']
nasiono	2.41	['nasiono']
nautilus	2.41	['nautilus']
niebędący	2.41	['niebędący']
niecierpliwy	2.41	['niecierpliwy']
niedopuszczalny	2.41	['niedopuszczalny']
niedotlenienie	2.41	['niedotlenienie']
niegodziwość	2.41	['niegodziwość']
niepoczytalny	2.41	['niepoczytalny']
niepokorny	2.41	['niepokorny']
nieprzydatny	2.41	['nieprzydatny']
niesprawny	2.41	['niesprawny']
niewspółmiernie	2.41	['niewspółmiernie']
notarialny	2.41	['notarialny']
obsadzenie	2.41	['obsadzenie']
ocierać	2.41	['ocierać']
odchodzenie	2.41	['odchodzenie']
odreagowanie	2.41	['odreagowanie']
odwalić	2.41	['odwalić']
orientować	2.41	['orientować']
orzełek	2.41	['orzełek']
owal	2.41	['owal']
oświetlić	2.41	['oświetlić']
papu	2.41	['papu']
parytet	2.41	['parytet']
pasierb	2.41	['pasierb']
paszto	2.41	['paszto']
pater	2.41	['pater']
pedalstwo	2.41	['pedalstwo']
pijawka	2.41	['pijawka']
pilotka	2.41	['pilotka']
plakietka	2.41	['plakietka']
planty	2.41	['planty']
plateau	2.41	['plateau']
podgatunek	2.41	['podgatunek']
pododdział	2.41	['pododdział']
pogrążać	2.41	['pogrążać']
ponowić	2.41	['ponowić']
poobserwować	2.41	['poobserwować']
porywanie	2.41	['porywanie']
prawodawca	2.41	['prawodawca']
procek	2.41	['procek']
propan	2.41	['propan']
prowokacyjnie	2.41	['prowokacyjnie']
prusak	2.41	['prusak']
przechowalnia	2.41	['przechowalnia']
przedłużanie	2.41	['przedłużanie']
przezabawny	2.41	['przezabawny']
przymierzać	2.41	['przymierzać']
przysyłać	2.41	['przysyłać']
puknąć	2.41	['puknąć']
rogaty	2.41	['rogaty']
rozmieścić	2.41	['rozmieścić']
rozrodczy	2.41	['rozrodczy']
rozładowanie	2.41	['rozładowanie']
rumianek	2.41	['rumianek']
ruta	2.41	['ruta']
rycerstwo	2.41	['rycerstwo']
salceson	2.41	['salceson']
sinus	2.41	['sinus']
skręcanie	2.41	['skręcanie']
smakowity	2.41	['smakowity']
spadanie	2.41	['spadanie']
spawanie	2.41	['spawanie']
spotykanie	2.41	['spotykanie']
subkultura	2.41	['subkultura']
syjon	2.41	['syjon']
szczuć	2.41	['szczuć']
szczypior	2.41	['szczypior']
szwindel	2.41	['szwindel']
szydera	2.41	['szydera']
szymanowski	2.41	['szymanowski']
tahini	2.41	['tahini']
tlenowy	2.41	['tlenowy']
traczyk	2.41	['traczyk']
trajektoria	2.41	['trajektoria']
ukośnie	2.41	['ukośnie']
ukąszenie	2.41	['ukąszenie']
umundurowanie	2.41	['umundurowanie']
urzędniczy	2.41	['urzędniczy']
utknąć	2.41	['utknąć']
walczyk	2.41	['walczyk']
webinar	2.41	['webinar']
wiadomy	2.41	['wiadomy']
wieczko	2.41	['wieczko']
wilgotno	2.41	['wilgotno']
wniebowzięta	2.41	['wniebowzięta']
woźna	2.41	['woźna']
wycieczkowy	2.41	['wycieczkowy']
wypytać	2.41	['wypytać']
wywiezienie	2.41	['wywiezienie']
włosek	2.41	['włosek']
zaciągać	2.41	['zaciągać']
zadźgać	2.41	['zadźgać']
zakrzywiony	2.41	['zakrzywiony']
zatopienie	2.41	['zatopienie']
zdzira	2.41	['zdzira']
zielarski	2.41	['zielarski']
zmaganie	2.41	['zmaganie']
zrodzić	2.41	['zrodzić']
ząbkowicki	2.41	['ząbkowicki']
złomowisko	2.41	['złomowisko']
łupek	2.41	['łupek']
śródziemie	2.41	['śródziemie']
adept	2.40	['adept']
aerodynamiczny	2.40	['aerodynamiczny']
afiszować	2.40	['afiszować']
aksamitny	2.40	['aksamitny']
angol	2.40	['angol']
arktyczny	2.40	['arktyczny']
astrofizyk	2.40	['astrofizyk']
basowy	2.40	['basowy']
beatyfikacja	2.40	['beatyfikacja']
brzask	2.40	['brzask']
bylejakość	2.40	['bylejakość']
byłybyśmy	2.40	['byłybyśmy']
caf	2.40	['caf']
cedr	2.40	['cedr']
ceremoniał	2.40	['ceremoniał']
chemiczka	2.40	['chemiczka']
chorwat	2.40	['chorwat']
ciekawski	2.40	['ciekawski']
ciążyć	2.40	['ciążyć']
cukierkowy	2.40	['cukierkowy']
cyrkiel	2.40	['cyrkiel']
czeczeński	2.40	['czeczeński']
czerstwy	2.40	['czerstwy']
dopuszczanie	2.40	['dopuszczanie']
dwudziestolecie	2.40	['dwudziestolecie']
entropia	2.40	['entropia']
faworyzowanie	2.40	['faworyzowanie']
fałszywka	2.40	['fałszywka']
fedora	2.40	['fedora']
folklorystyczny	2.40	['folklorystyczny']
fosforan	2.40	['fosforan']
fotelik	2.40	['fotelik']
fresk	2.40	['fresk']
fru	2.40	['fru']
gafa	2.40	['gafa']
gawęda	2.40	['gawęda']
geologiczny	2.40	['geologiczny']
grafit	2.40	['grafit']
heteroseksualny	2.40	['heteroseksualny']
igra	2.40	['igra']
interpretowanie	2.40	['interpretowanie']
jabłecznik	2.40	['jabłecznik']
jednolitość	2.40	['jednolitość']
jedza	2.40	['jedza']
kaczuszka	2.40	['kaczuszka']
koleżeński	2.40	['koleżeński']
komosa	2.40	['komosa']
koto	2.40	['koto']
kołacz	2.40	['kołacz']
kulisty	2.40	['kulisty']
kwitnący	2.40	['kwitnący']
leczniczo	2.40	['leczniczo']
lepa	2.40	['lepa']
makabryczny	2.40	['makabryczny']
maro	2.40	['maro']
maryśka	2.40	['maryśka']
meteory	2.40	['meteory']
miszmasz	2.40	['miszmasz']
moher	2.40	['moher']
nasycony	2.40	['nasycony']
naturalność	2.40	['naturalność']
niedźwiedzica	2.40	['niedźwiedzica']
nielubiany	2.40	['nielubiany']
niewiniątko	2.40	['niewiniątko']
nikab	2.40	['nikab']
obrobić	2.40	['obrobić']
obłożyć	2.40	['obłożyć']
odepchnąć	2.40	['odepchnąć']
odliczenie	2.40	['odliczenie']
odma	2.40	['odma']
odpisywanie	2.40	['odpisywanie']
ornitolog	2.40	['ornitolog']
osobistość	2.40	['osobistość']
oścież	2.40	['oścież']
palenisko	2.40	['palenisko']
paradyż	2.40	['paradyż']
pazerność	2.40	['pazerność']
październikowy	2.40	['październikowy']
planetarny	2.40	['planetarny']
podgrzewacz	2.40	['podgrzewacz']
podsycanie	2.40	['podsycanie']
podszywanie	2.40	['podszywanie']
podwykonawca	2.40	['podwykonawca']
popisywać	2.40	['popisywać']
poradnictwo	2.40	['poradnictwo']
posądzać	2.40	['posądzać']
potrącić	2.40	['potrącić']
praska	2.40	['praska']
prawić	2.40	['prawić']
premierowo	2.40	['premierowo']
prewencyjny	2.40	['prewencyjny']
projektowy	2.40	['projektowy']
prymitywnie	2.40	['prymitywnie']
przeciwniczka	2.40	['przeciwniczka']
przyprowadzić	2.40	['przyprowadzić']
przystać	2.40	['przystać']
przysługiwać	2.40	['przysługiwać']
próbnik	2.40	['próbnik']
płaskowyż	2.40	['płaskowyż']
raciborski	2.40	['raciborski']
ramówka	2.40	['ramówka']
rozmaitość	2.40	['rozmaitość']
rozstrzyganie	2.40	['rozstrzyganie']
ryzykownie	2.40	['ryzykownie']
sercowy	2.40	['sercowy']
siatkarski	2.40	['siatkarski']
skazaniec	2.40	['skazaniec']
sknerus	2.40	['sknerus']
specjał	2.40	['specjał']
spleen	2.40	['spleen']
stasiu	2.40	['stasiu']
szakal	2.40	['szakal']
szkaplerz	2.40	['szkaplerz']
teka	2.40	['teka']
tercet	2.40	['tercet']
tragizm	2.40	['tragizm']
transfobia	2.40	['transfobia']
tucholski	2.40	['tucholski']
tulić	2.40	['tulić']
tytułować	2.40	['tytułować']
umór	2.40	['umór']
uporczywy	2.40	['uporczywy']
waligóra	2.40	['waligóra']
wielość	2.40	['wielość']
wietrznie	2.40	['wietrznie']
wirowanie	2.40	['wirowanie']
wulgaryzm	2.40	['wulgaryzm']
wycofywanie	2.40	['wycofywanie']
wygięty	2.40	['wygięty']
wymieszanie	2.40	['wymieszanie']
wyskakiwać	2.40	['wyskakiwać']
wystosować	2.40	['wystosować']
wytwornie	2.40	['wytwornie']
zacieśnianie	2.40	['zacieśnianie']
zapałka	2.40	['zapałka']
zastanawiający	2.40	['zastanawiający']
zatrzęsienie	2.40	['zatrzęsienie']
zbiorowość	2.40	['zbiorowość']
zgierski	2.40	['zgierski']
zjadanie	2.40	['zjadanie']
zwać	2.40	['zwać']
zwiadowca	2.40	['zwiadowca']
żelatyna	2.40	['żelatyna']
żydostwo	2.40	['żydostwo']
adnotacja	2.39	['adnotacja']
adria	2.39	['adria']
adriatyk	2.39	['adriatyk']
amazonka	2.39	['amazonka']
anagram	2.39	['anagram']
apologia	2.39	['apologia']
arktyka	2.39	['arktyka']
asymetria	2.39	['asymetria']
autostop	2.39	['autostop']
baletnica	2.39	['baletnica']
barmanka	2.39	['barmanka']
baryton	2.39	['baryton']
botanika	2.39	['botanika']
bywalec	2.39	['bywalec']
chełmża	2.39	['chełmża']
chianti	2.39	['chianti']
chmielnicki	2.39	['chmielnicki']
chłopstwo	2.39	['chłopstwo']
ciemnoszary	2.39	['ciemnoszary']
cierń	2.39	['cierń']
dachowy	2.39	['dachowy']
darczyńca	2.39	['darczyńca']
drobin	2.39	['drobin']
dwugodzinny	2.39	['dwugodzinny']
dwujęzyczny	2.39	['dwujęzyczny']
eugenika	2.39	['eugenika']
finalistka	2.39	['finalistka']
gradu	2.39	['gradu']
grzybowski	2.39	['grzybowski']
ilustrator	2.39	['ilustrator']
interpelacja	2.39	['interpelacja']
irracjonalnie	2.39	['irracjonalnie']
jędrny	2.39	['jędrny']
kapuś	2.39	['kapuś']
kimchi	2.39	['kimchi']
knebel	2.39	['knebel']
kojec	2.39	['kojec']
kolekcjonować	2.39	['kolekcjonować']
kolonializm	2.39	['kolonializm']
koniuszek	2.39	['koniuszek']
kruszyć	2.39	['kruszyć']
kryminalistyka	2.39	['kryminalistyka']
kukułka	2.39	['kukułka']
kuleczka	2.39	['kuleczka']
kulturysta	2.39	['kulturysta']
laurka	2.39	['laurka']
liana	2.39	['liana']
loggia	2.39	['loggia']
lojalnie	2.39	['lojalnie']
malware	2.39	['malware']
marmurowy	2.39	['marmurowy']
marzanna	2.39	['marzanna']
miech	2.39	['miech']
miecznik	2.39	['miecznik']
mielnik	2.39	['mielnik']
migawka	2.39	['migawka']
mięśniowy	2.39	['mięśniowy']
młodziak	2.39	['młodziak']
nemezis	2.39	['nemezis']
nieczysto	2.39	['nieczysto']
niedoczekanie	2.39	['niedoczekanie']
niejednoznaczny	2.39	['niejednoznaczny']
niezawisły	2.39	['niezawisły']
nośny	2.39	['nośny']
oiom	2.39	['oiom']
okaleczanie	2.39	['okaleczanie']
okładać	2.39	['okładać']
olejny	2.39	['olejny']
oszczędnie	2.39	['oszczędnie']
paradować	2.39	['paradować']
passé	2.39	['passé']
pałasz	2.39	['pałasz']
pierdolec	2.39	['pierdolec']
pijaczka	2.39	['pijaczka']
plecki	2.39	['plecki']
pobrudzić	2.39	['pobrudzić']
podkradać	2.39	['podkradać']
podlać	2.39	['podlać']
podniecić	2.39	['podniecić']
podsłuchiwanie	2.39	['podsłuchiwanie']
polewać	2.39	['polewać']
pomysleć	2.39	['pomysleć']
popularyzowanie	2.39	['popularyzowanie']
pośredniczyć	2.39	['pośredniczyć']
pradziad	2.39	['pradziad']
prawicowiec	2.39	['prawicowiec']
prefiks	2.39	['prefiks']
prowizoryczny	2.39	['prowizoryczny']
przeliczenie	2.39	['przeliczenie']
przemyski	2.39	['przemyski']
przesiadywać	2.39	['przesiadywać']
przetworzenie	2.39	['przetworzenie']
przeważać	2.39	['przeważać']
przewodniczyć	2.39	['przewodniczyć']
przydupas	2.39	['przydupas']
przytułek	2.39	['przytułek']
psychopatyczny	2.39	['psychopatyczny']
pęczak	2.39	['pęczak']
płatniczy	2.39	['płatniczy']
raca	2.39	['raca']
rachmistrz	2.39	['rachmistrz']
razić	2.39	['razić']
restaurator	2.39	['restaurator']
rozbójnik	2.39	['rozbójnik']
rozwolnienie	2.39	['rozwolnienie']
rozwódka	2.39	['rozwódka']
rybactwo	2.39	['rybactwo']
sahib	2.39	['sahib']
salmonella	2.39	['salmonella']
schyłek	2.39	['schyłek']
serwetka	2.39	['serwetka']
skanować	2.39	['skanować']
skarpetka	2.39	['skarpetka']
skubaniec	2.39	['skubaniec']
skucha	2.39	['skucha']
smarowanie	2.39	['smarowanie']
smartwatch	2.39	['smartwatch']
sprawianie	2.39	['sprawianie']
sukurs	2.39	['sukurs']
szesnasta	2.39	['szesnasta']
szpan	2.39	['szpan']
szyling	2.39	['szyling']
służenie	2.39	['służenie']
tarło	2.39	['tarło']
tańczenie	2.39	['tańczenie']
teflon	2.39	['teflon']
tetra	2.39	['tetra']
tropić	2.39	['tropić']
trzoda	2.39	['trzoda']
udowadnianie	2.39	['udowadnianie']
ustawicznie	2.39	['ustawicznie']
warzywniak	2.39	['warzywniak']
wesołek	2.39	['wesołek']
wieczorki	2.39	['wieczorki']
wołowy	2.39	['wołowy']
wybielać	2.39	['wybielać']
wykręcać	2.39	['wykręcać']
wysadzanie	2.39	['wysadzanie']
wyważyć	2.39	['wyważyć']
wywozić	2.39	['wywozić']
wąsaty	2.39	['wąsaty']
zadek	2.39	['zadek']
zaspokajanie	2.39	['zaspokajanie']
zastawka	2.39	['zastawka']
zatkać	2.39	['zatkać']
zaśnięcie	2.39	['zaśnięcie']
zielnik	2.39	['zielnik']
zuchwały	2.39	['zuchwały']
złowieszczy	2.39	['złowieszczy']
łania	2.39	['łania']
ścierać	2.39	['ścierać']
światek	2.39	['światek']
żyw	2.39	['żyw']
żółciowy	2.39	['żółciowy']
abecadło	2.38	['abecadło']
akompaniament	2.38	['akompaniament']
alternator	2.38	['alternator']
amplituda	2.38	['amplituda']
andrus	2.38	['andrus']
artretyzm	2.38	['artretyzm']
astrolog	2.38	['astrolog']
automobil	2.38	['automobil']
bagażowy	2.38	['bagażowy']
balistyczny	2.38	['balistyczny']
baseballowy	2.38	['baseballowy']
bazgroły	2.38	['bazgroły']
bezwarunkowy	2.38	['bezwarunkowy']
bordo	2.38	['bordo']
boutique	2.38	['boutique']
bredzić	2.38	['bredzić']
briefing	2.38	['briefing']
brusy	2.38	['brusy']
brygida	2.38	['brygida']
byczek	2.38	['byczek']
cechować	2.38	['cechować']
chudnąć	2.38	['chudnąć']
chybiony	2.38	['chybiony']
ciemnoniebieski	2.38	['ciemnoniebieski']
cyklop	2.38	['cyklop']
diagnozować	2.38	['diagnozować']
docenienie	2.38	['docenienie']
domownik	2.38	['domownik']
doprecyzować	2.38	['doprecyzować']
dosadny	2.38	['dosadny']
dośrodkowanie	2.38	['dośrodkowanie']
drugorzędny	2.38	['drugorzędny']
drzewostan	2.38	['drzewostan']
drzwiowy	2.38	['drzwiowy']
drżeć	2.38	['drżeć']
dwudziestka	2.38	['dwudziestka']
dzióbek	2.38	['dzióbek']
dzwonnik	2.38	['dzwonnik']
dłużny	2.38	['dłużny']
edukowanie	2.38	['edukowanie']
egzotycznie	2.38	['egzotycznie']
eklektyczny	2.38	['eklektyczny']
elek	2.38	['elek']
erudycja	2.38	['erudycja']
eseista	2.38	['eseista']
eurodeputowany	2.38	['eurodeputowany']
frombork	2.38	['frombork']
futerał	2.38	['futerał']
galia	2.38	['galia']
glut	2.38	['glut']
gwiazdozbiór	2.38	['gwiazdozbiór']
hamada	2.38	['hamada']
intuicyjny	2.38	['intuicyjny']
jeziorany	2.38	['jeziorany']
kabaretowy	2.38	['kabaretowy']
kaczorek	2.38	['kaczorek']
kauczuk	2.38	['kauczuk']
kolendra	2.38	['kolendra']
kombinator	2.38	['kombinator']
kompresor	2.38	['kompresor']
koralowy	2.38	['koralowy']
korsak	2.38	['korsak']
korsarz	2.38	['korsarz']
krowi	2.38	['krowi']
krzyżak	2.38	['krzyżak']
kufa	2.38	['kufa']
kłodzki	2.38	['kłodzki']
kłącze	2.38	['kłącze']
laluś	2.38	['laluś']
legat	2.38	['legat']
lekkoatletka	2.38	['lekkoatletka']
leśniczówka	2.38	['leśniczówka']
leże	2.38	['leże']
libertarianizm	2.38	['libertarianizm']
lucek	2.38	['lucek']
